# ---------------------------------- WARNING ----------------------------------------,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,
# for any damages resulting from its use.,,,,,,,
#,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,
#,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,
#,,,,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,,,
# retrieved: 2020-02-12 03:23:56 EST       (nadww01),,,,,,,
#,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,
#    USGS 01632900 SMITH CREEK NEAR NEW MARKET, VA,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,
#,,,,,,,
# Data provided for site 01632900,,,,,,,
#            TS   parameter     Description,,,,,,,
#        146482       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius,,,,
#        146484       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), [YSI 6136]
#        146485       00300     Dissolved oxygen, water, unfiltered, milligrams per liter,,,,
#        217800       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), [YSI EXO]
#,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,
#        ,,,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,,,
# ,,,,,,,
"agency_cd	site_no	datetime	tz_cd	146482_00095	146482_00095_cd	146484_63680	146484_63680_cd	146485_00300	146485_00300_cd",,,,,,,
"USGS	01632900	2017-03-11 16:45	EST	491	A	1.0	A	12.5	A",,,,,,,
"USGS	01632900	2017-03-11 17:00	EST	491	A	1.0	A	12.5	A",,,,,,,
"USGS	01632900	2017-03-11 17:15	EST	491	A	0.9	A	12.5	A",,,,,,,
"USGS	01632900	2017-03-11 17:30	EST	491	A	1.2	A	12.5	A",,,,,,,
"USGS	01632900	2017-03-11 17:45	EST	491	A	0.9	A	12.4	A",,,,,,,
"USGS	01632900	2017-03-11 18:00	EST	491	A	0.9	A	12.4	A",,,,,,,
"USGS	01632900	2017-03-11 18:15	EST	491	A	0.9	A	12.4	A",,,,,,,
"USGS	01632900	2017-03-11 18:30	EST	491	A	1.0	A	12.3	A",,,,,,,
"USGS	01632900	2017-03-11 18:45	EST	491	A	1.0	A	12.3	A",,,,,,,
"USGS	01632900	2017-03-11 19:00	EST	492	A	1.2	A	12.2	A",,,,,,,
"USGS	01632900	2017-03-11 19:15	EST	492	A	1.3	A	12.2	A",,,,,,,
"USGS	01632900	2017-03-11 19:30	EST	492	A	1.3	A	12.1	A",,,,,,,
"USGS	01632900	2017-03-11 19:45	EST	492	A	1.3	A	12.1	A",,,,,,,
"USGS	01632900	2017-03-11 20:00	EST	492	A	1.3	A	12.0	A",,,,,,,
"USGS	01632900	2017-03-11 20:15	EST	492	A	1.2	A	12.0	A",,,,,,,
"USGS	01632900	2017-03-11 20:30	EST	492	A	1.2	A	12.0	A",,,,,,,
"USGS	01632900	2017-03-11 20:45	EST	492	A	1.3	A	11.9	A",,,,,,,
"USGS	01632900	2017-03-11 21:00	EST	492	A	1.3	A	11.9	A",,,,,,,
"USGS	01632900	2017-03-11 21:15	EST	492	A	1.2	A	11.9	A",,,,,,,
"USGS	01632900	2017-03-11 21:30	EST	492	A	1.2	A	11.9	A",,,,,,,
"USGS	01632900	2017-03-11 21:45	EST	492	A	1.2	A	11.8	A",,,,,,,
"USGS	01632900	2017-03-11 22:00	EST	491	A	1.3	A	11.8	A",,,,,,,
"USGS	01632900	2017-03-11 22:15	EST	491	A	1.4	A	11.8	A",,,,,,,
"USGS	01632900	2017-03-11 22:30	EST	491	A	1.5	A	11.7	A",,,,,,,
"USGS	01632900	2017-03-11 22:45	EST	491	A	1.3	A	11.7	A",,,,,,,
"USGS	01632900	2017-03-11 23:00	EST	491	A	1.3	A	11.7	A",,,,,,,
"USGS	01632900	2017-03-11 23:15	EST	491	A	1.6	A	11.7	A",,,,,,,
"USGS	01632900	2017-03-11 23:30	EST	491	A	1.2	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-11 23:45	EST	491	A	2.2	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-12 00:00	EST	491	A	1.2	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-12 00:15	EST	491	A	1.2	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-12 00:30	EST	491	A	1.3	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-12 00:45	EST	491	A	1.3	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-12 01:00	EST	491	A	1.2	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-12 01:15	EST	491	A	1.2	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-12 01:30	EST	491	A	1.5	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-12 01:45	EST	491	A	1.2	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-12 03:00	EDT	491	A	1.2	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-12 03:15	EDT	491	A	1.2	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-12 03:30	EDT	491	A	1.3	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-12 03:45	EDT	492	A	1.3	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-12 04:00	EDT	492	A	1.3	A	11.3	A",,,,,,,
"USGS	01632900	2017-03-12 04:15	EDT	492	A	1.3	A	11.3	A",,,,,,,
"USGS	01632900	2017-03-12 04:30	EDT	492	A	1.3	A	11.3	A",,,,,,,
"USGS	01632900	2017-03-12 04:45	EDT	492	A	1.3	A	11.3	A",,,,,,,
"USGS	01632900	2017-03-12 05:00	EDT	492	A	1.2	A	11.3	A",,,,,,,
"USGS	01632900	2017-03-12 05:15	EDT	492	A	1.4	A	11.3	A",,,,,,,
"USGS	01632900	2017-03-12 05:30	EDT	492	A	1.4	A	11.3	A",,,,,,,
"USGS	01632900	2017-03-12 05:45	EDT	493	A	1.6	A	11.3	A",,,,,,,
"USGS	01632900	2017-03-12 06:00	EDT	493	A	1.4	A	11.3	A",,,,,,,
"USGS	01632900	2017-03-12 06:15	EDT	493	A	1.3	A	11.3	A",,,,,,,
"USGS	01632900	2017-03-12 06:30	EDT	493	A	1.4	A	11.3	A",,,,,,,
"USGS	01632900	2017-03-12 06:45	EDT	493	A	1.3	A	11.2	A",,,,,,,
"USGS	01632900	2017-03-12 07:00	EDT	493	A	1.7	A	11.2	A",,,,,,,
"USGS	01632900	2017-03-12 07:15	EDT	493	A	1.7	A	11.2	A",,,,,,,
"USGS	01632900	2017-03-12 07:30	EDT	493	A	1.4	A	11.2	A",,,,,,,
"USGS	01632900	2017-03-12 07:45	EDT	493	A	1.8	A	11.2	A",,,,,,,
"USGS	01632900	2017-03-12 08:00	EDT	493	A	1.4	A	11.2	A",,,,,,,
"USGS	01632900	2017-03-12 08:15	EDT	493	A	1.4	A	11.2	A",,,,,,,
"USGS	01632900	2017-03-12 08:30	EDT	493	A	1.5	A	11.3	A",,,,,,,
"USGS	01632900	2017-03-12 08:45	EDT	493	A	2.0	A	11.3	A",,,,,,,
"USGS	01632900	2017-03-12 09:00	EDT	493	A	1.3	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-12 09:15	EDT	493	A	1.4	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-12 09:30	EDT	493	A	1.4	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-12 09:45	EDT	493	A	1.4	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-12 10:00	EDT	493	A	1.5	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-12 10:15	EDT	493	A	1.3	A	11.7	A",,,,,,,
"USGS	01632900	2017-03-12 10:30	EDT	492	A	1.4	A	11.7	A",,,,,,,
"USGS	01632900	2017-03-12 10:45	EDT	492	A	1.3	A	11.8	A",,,,,,,
"USGS	01632900	2017-03-12 11:00	EDT	492	A	1.3	A	11.9	A",,,,,,,
"USGS	01632900	2017-03-12 11:15	EDT	492	A	1.3	A	12.0	A",,,,,,,
"USGS	01632900	2017-03-12 11:30	EDT	491	A	1.4	A	12.0	A",,,,,,,
"USGS	01632900	2017-03-12 11:45	EDT	491	A	1.4	A	12.1	A",,,,,,,
"USGS	01632900	2017-03-12 12:00	EDT	491	A	1.2	A	12.2	A",,,,,,,
"USGS	01632900	2017-03-12 12:15	EDT	490	A	1.4	A	12.2	A",,,,,,,
"USGS	01632900	2017-03-12 12:30	EDT	490	A	1.3	A	12.3	A",,,,,,,
"USGS	01632900	2017-03-12 12:45	EDT	490	A	1.3	A	12.4	A",,,,,,,
"USGS	01632900	2017-03-12 13:00	EDT	490	A	1.3	A	12.4	A",,,,,,,
"USGS	01632900	2017-03-12 13:15	EDT	489	A	1.1	A	12.5	A",,,,,,,
"USGS	01632900	2017-03-12 13:30	EDT	489	A	1.1	A	12.6	A",,,,,,,
"USGS	01632900	2017-03-12 13:45	EDT	488	A	1.2	A	12.6	A",,,,,,,
"USGS	01632900	2017-03-12 14:00	EDT	489	A	1.4	A	12.6	A",,,,,,,
"USGS	01632900	2017-03-12 14:15	EDT	487	A	1.2	A	12.7	A",,,,,,,
"USGS	01632900	2017-03-12 14:30	EDT	487	A	1.1	A	12.7	A",,,,,,,
"USGS	01632900	2017-03-12 14:45	EDT	487	A	1.1	A	12.8	A",,,,,,,
"USGS	01632900	2017-03-12 15:00	EDT	487	A	1.1	A	12.8	A",,,,,,,
"USGS	01632900	2017-03-12 15:15	EDT	486	A	1.2	A	12.9	A",,,,,,,
"USGS	01632900	2017-03-12 15:30	EDT	487	A	1.0	A	12.9	A",,,,,,,
"USGS	01632900	2017-03-12 15:45	EDT	486	A	1.2	A	12.9	A",,,,,,,
"USGS	01632900	2017-03-12 16:00	EDT	487	A	1.4	A	12.9	A",,,,,,,
"USGS	01632900	2017-03-12 16:15	EDT	487	A	1.4	A	13.0	A",,,,,,,
"USGS	01632900	2017-03-12 16:30	EDT	487	A	1.5	A	13.0	A",,,,,,,
"USGS	01632900	2017-03-12 16:45	EDT	487	A	1.5	A	13.0	A",,,,,,,
"USGS	01632900	2017-03-12 17:00	EDT	487	A	1.5	A	13.0	A",,,,,,,
"USGS	01632900	2017-03-12 17:15	EDT	487	A	1.6	A	12.9	A",,,,,,,
"USGS	01632900	2017-03-12 17:30	EDT	487	A	1.6	A	12.9	A",,,,,,,
"USGS	01632900	2017-03-12 17:45	EDT	487	A	1.5	A	12.9	A",,,,,,,
"USGS	01632900	2017-03-12 18:00	EDT	488	A	1.5	A	12.9	A",,,,,,,
"USGS	01632900	2017-03-12 18:15	EDT	488	A	1.5	A	12.8	A",,,,,,,
"USGS	01632900	2017-03-12 18:30	EDT	488	A	1.6	A	12.8	A",,,,,,,
"USGS	01632900	2017-03-12 18:45	EDT	489	A	1.6	A	12.8	A",,,,,,,
"USGS	01632900	2017-03-12 19:00	EDT	489	A	1.4	A	12.7	A",,,,,,,
"USGS	01632900	2017-03-12 19:15	EDT	489	A	1.4	A	12.7	A",,,,,,,
"USGS	01632900	2017-03-12 19:30	EDT	489	A	1.5	A	12.7	A",,,,,,,
"USGS	01632900	2017-03-12 19:45	EDT	490	A	1.3	A	12.6	A",,,,,,,
"USGS	01632900	2017-03-12 20:00	EDT	490	A	1.3	A	12.6	A",,,,,,,
"USGS	01632900	2017-03-12 20:15	EDT	490	A	1.3	A	12.5	A",,,,,,,
"USGS	01632900	2017-03-12 20:30	EDT	490	A	1.5	A	12.5	A",,,,,,,
"USGS	01632900	2017-03-12 20:45	EDT	490	A	1.8	A	12.4	A",,,,,,,
"USGS	01632900	2017-03-12 21:00	EDT	490	A	1.7	A	12.4	A",,,,,,,
"USGS	01632900	2017-03-12 21:15	EDT	490	A	2.3	A	12.4	A",,,,,,,
"USGS	01632900	2017-03-12 21:30	EDT	490	A	2.0	A	12.3	A",,,,,,,
"USGS	01632900	2017-03-12 21:45	EDT	491	A	1.8	A	12.3	A",,,,,,,
"USGS	01632900	2017-03-12 22:00	EDT	491	A	2.0	A	12.2	A",,,,,,,
"USGS	01632900	2017-03-12 22:15	EDT	491	A	2.2	A	12.2	A",,,,,,,
"USGS	01632900	2017-03-12 22:30	EDT	491	A	1.9	A	12.2	A",,,,,,,
"USGS	01632900	2017-03-12 22:45	EDT	491	A	1.8	A	12.2	A",,,,,,,
"USGS	01632900	2017-03-12 23:00	EDT	491	A	1.5	A	12.1	A",,,,,,,
"USGS	01632900	2017-03-12 23:15	EDT	491	A	1.9	A	12.1	A",,,,,,,
"USGS	01632900	2017-03-12 23:30	EDT	491	A	1.5	A	12.1	A",,,,,,,
"USGS	01632900	2017-03-12 23:45	EDT	491	A	1.6	A	12.0	A",,,,,,,
"USGS	01632900	2017-03-13 00:00	EDT	491	A	1.7	A	12.0	A",,,,,,,
"USGS	01632900	2017-03-13 00:15	EDT	491	A	1.9	A	12.0	A",,,,,,,
"USGS	01632900	2017-03-13 00:30	EDT	491	A	1.8	A	11.9	A",,,,,,,
"USGS	01632900	2017-03-13 00:45	EDT	491	A	2.0	A	11.9	A",,,,,,,
"USGS	01632900	2017-03-13 01:00	EDT	491	A	1.9	A	11.8	A",,,,,,,
"USGS	01632900	2017-03-13 01:15	EDT	491	A	2.2	A	11.8	A",,,,,,,
"USGS	01632900	2017-03-13 01:30	EDT	491	A	2.1	A	11.8	A",,,,,,,
"USGS	01632900	2017-03-13 01:45	EDT	491	A	1.5	A	11.8	A",,,,,,,
"USGS	01632900	2017-03-13 02:00	EDT	492	A	1.7	A	11.7	A",,,,,,,
"USGS	01632900	2017-03-13 02:15	EDT	492	A	1.7	A	11.7	A",,,,,,,
"USGS	01632900	2017-03-13 02:30	EDT	492	A	1.4	A	11.7	A",,,,,,,
"USGS	01632900	2017-03-13 02:45	EDT	492	A	2.1	A	11.7	A",,,,,,,
"USGS	01632900	2017-03-13 03:00	EDT	492	A	1.5	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-13 03:15	EDT	492	A	1.3	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-13 03:30	EDT	493	A	1.5	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-13 03:45	EDT	493	A	1.6	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-13 04:00	EDT	493	A	1.9	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-13 04:15	EDT	493	A	2.6	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-13 04:30	EDT	493	A	1.9	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-13 04:45	EDT	494	A	2.1	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-13 05:00	EDT	494	A	1.5	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-13 05:15	EDT	494	A	1.5	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-13 05:30	EDT	494	A	1.3	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-13 05:45	EDT	494	A	1.6	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-13 06:00	EDT	494	A	2.9	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-13 06:15	EDT	494	A	1.5	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-13 06:30	EDT	495	A	1.4	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-13 06:45	EDT	495	A	1.3	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-13 07:00	EDT	495	A	1.4	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-13 07:15	EDT	495	A	1.3	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-13 07:30	EDT	495	A	1.3	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-13 07:45	EDT	495	A	1.4	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-13 08:00	EDT	495	A	1.3	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-13 08:15	EDT	495	A	1.3	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-13 08:30	EDT	495	A	1.7	A	11.4	A",,,,,,,
"USGS	01632900	2017-03-13 08:45	EDT	495	A	1.7	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-13 09:00	EDT	495	A	1.4	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-13 09:15	EDT	495	A	1.4	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-13 09:30	EDT	495	A	1.5	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-13 09:45	EDT	495	A	1.6	A	11.7	A",,,,,,,
"USGS	01632900	2017-03-13 10:00	EDT	495	A	1.6	A	11.8	A",,,,,,,
"USGS	01632900	2017-03-13 10:15	EDT	495	A	1.6	A	11.8	A",,,,,,,
"USGS	01632900	2017-03-13 10:30	EDT	494	A	1.4	A	11.9	A",,,,,,,
"USGS	01632900	2017-03-13 10:45	EDT	494	A	1.7	A	12.0	A",,,,,,,
"USGS	01632900	2017-03-13 11:00	EDT	494	A	1.2	A	12.0	A",,,,,,,
"USGS	01632900	2017-03-13 11:15	EDT	494	A	1.4	A	12.1	A",,,,,,,
"USGS	01632900	2017-03-13 11:30	EDT	493	A	1.2	A	12.2	A",,,,,,,
"USGS	01632900	2017-03-13 11:45	EDT	493	A	1.1	A	12.3	A",,,,,,,
"USGS	01632900	2017-03-13 12:00	EDT	493	A	1.1	A	12.3	A",,,,,,,
"USGS	01632900	2017-03-13 12:15	EDT	492	A	1.1	A	12.4	A",,,,,,,
"USGS	01632900	2017-03-13 12:30	EDT	492	A	1.1	A	12.4	A",,,,,,,
"USGS	01632900	2017-03-13 12:45	EDT	492	A	1.4	A	12.5	A",,,,,,,
"USGS	01632900	2017-03-13 13:00	EDT	491	A	2.0	A	12.6	A",,,,,,,
"USGS	01632900	2017-03-13 13:15	EDT	491	A	1.2	A	12.6	A",,,,,,,
"USGS	01632900	2017-03-13 13:30	EDT	491	A	1.2	A	12.7	A",,,,,,,
"USGS	01632900	2017-03-13 13:45	EDT	490	A	1.2	A	12.7	A",,,,,,,
"USGS	01632900	2017-03-13 14:00	EDT	490	A	1.2	A	12.8	A",,,,,,,
"USGS	01632900	2017-03-13 14:15	EDT	490	A	1.2	A	12.8	A",,,,,,,
"USGS	01632900	2017-03-13 14:30	EDT	490	A	1.4	A	12.9	A",,,,,,,
"USGS	01632900	2017-03-13 14:45	EDT	490	A	1.3	A	12.9	A",,,,,,,
"USGS	01632900	2017-03-13 15:00	EDT	489	A	1.2	A	13.0	A",,,,,,,
"USGS	01632900	2017-03-13 15:15	EDT	489	A	1.3	A	13.0	A",,,,,,,
"USGS	01632900	2017-03-13 15:30	EDT	489	A	1.4	A	13.0	A",,,,,,,
"USGS	01632900	2017-03-13 15:45	EDT	489	A	1.3	A	13.1	A",,,,,,,
"USGS	01632900	2017-03-13 16:00	EDT	489	A	1.1	A	13.1	A",,,,,,,
"USGS	01632900	2017-03-13 16:15	EDT	489	A	1.4	A	13.1	A",,,,,,,
"USGS	01632900	2017-03-13 16:30	EDT	489	A	1.3	A	13.1	A",,,,,,,
"USGS	01632900	2017-03-13 16:45	EDT	489	A	1.2	A	13.1	A",,,,,,,
"USGS	01632900	2017-03-13 17:00	EDT	489	A	1.7	A	13.1	A",,,,,,,
"USGS	01632900	2017-03-13 17:15	EDT	489	A	1.4	A	13.1	A",,,,,,,
"USGS	01632900	2017-03-13 17:30	EDT	489	A	1.4	A	13.1	A",,,,,,,
"USGS	01632900	2017-03-13 17:45	EDT	489	A	1.4	A	13.1	A",,,,,,,
"USGS	01632900	2017-03-13 18:00	EDT	489	A	2.1	A	13.0	A",,,,,,,
"USGS	01632900	2017-03-13 18:15	EDT	489	A	1.7	A	13.0	A",,,,,,,
"USGS	01632900	2017-03-13 18:30	EDT	489	A	1.4	A	12.9	A",,,,,,,
"USGS	01632900	2017-03-13 18:45	EDT	490	A	1.5	A	12.9	A",,,,,,,
"USGS	01632900	2017-03-13 19:00	EDT	490	A	1.3	A	12.8	A",,,,,,,
"USGS	01632900	2017-03-13 19:15	EDT	490	A	1.2	A	12.8	A",,,,,,,
"USGS	01632900	2017-03-13 19:30	EDT	490	A	1.4	A	12.7	A",,,,,,,
"USGS	01632900	2017-03-13 19:45	EDT	490	A	1.4	A	12.7	A",,,,,,,
"USGS	01632900	2017-03-13 20:00	EDT	490	A	1.4	A	12.7	A",,,,,,,
"USGS	01632900	2017-03-13 20:15	EDT	490	A	1.4	A	12.6	A",,,,,,,
"USGS	01632900	2017-03-13 20:30	EDT	490	A	1.4	A	12.6	A",,,,,,,
"USGS	01632900	2017-03-13 20:45	EDT	490	A	1.3	A	12.5	A",,,,,,,
"USGS	01632900	2017-03-13 21:00	EDT	490	A	1.5	A	12.5	A",,,,,,,
"USGS	01632900	2017-03-13 21:15	EDT	490	A	1.5	A	12.5	A",,,,,,,
"USGS	01632900	2017-03-13 21:30	EDT	491	A	1.4	A	12.4	A",,,,,,,
"USGS	01632900	2017-03-13 21:45	EDT	491	A	1.6	A	12.4	A",,,,,,,
"USGS	01632900	2017-03-13 22:00	EDT	495	A	1.6	A	12.3	A",,,,,,,
"USGS	01632900	2017-03-13 22:15	EDT	493	A	1.5	A	12.3	A",,,,,,,
"USGS	01632900	2017-03-13 22:30	EDT	491	A	1.5	A	12.3	A",,,,,,,
"USGS	01632900	2017-03-13 22:45	EDT	492	A	1.4	A	12.2	A",,,,,,,
"USGS	01632900	2017-03-13 23:00	EDT	490	A	2.0	A	12.2	A",,,,,,,
"USGS	01632900	2017-03-13 23:15	EDT	490	A	2.0	A	12.1	A",,,,,,,
"USGS	01632900	2017-03-13 23:30	EDT	491	A	1.8	A	12.1	A",,,,,,,
"USGS	01632900	2017-03-13 23:45	EDT	490	A	2.0	A	12.0	A",,,,,,,
"USGS	01632900	2017-03-14 00:00	EDT	490	A	1.8	A	12.0	A",,,,,,,
"USGS	01632900	2017-03-14 00:15	EDT	490	A	1.6	A	12.0	A",,,,,,,
"USGS	01632900	2017-03-14 00:30	EDT	490	A	1.7	A	11.9	A",,,,,,,
"USGS	01632900	2017-03-14 00:45	EDT	489	A	1.6	A	11.9	A",,,,,,,
"USGS	01632900	2017-03-14 01:00	EDT	492	A	1.8	A	11.8	A",,,,,,,
"USGS	01632900	2017-03-14 01:15	EDT	489	A	1.7	A	11.8	A",,,,,,,
"USGS	01632900	2017-03-14 01:30	EDT	487	A	1.7	A	11.8	A",,,,,,,
"USGS	01632900	2017-03-14 01:45	EDT	491	A	1.6	A	11.7	A",,,,,,,
"USGS	01632900	2017-03-14 02:00	EDT	490	A	1.9	A	11.7	A",,,,,,,
"USGS	01632900	2017-03-14 02:15	EDT	490	A	1.6	A	11.7	A",,,,,,,
"USGS	01632900	2017-03-14 02:30	EDT	488	A	1.6	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-14 02:45	EDT	488	A	1.6	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-14 03:00	EDT	488	A	1.5	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-14 03:15	EDT	487	A	1.4	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-14 03:30	EDT	486	A	1.5	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-14 03:45	EDT	485	A	1.8	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 04:00	EDT	485	A	1.4	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 04:15	EDT	485	A	1.4	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 04:30	EDT	484	A	1.4	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 04:45	EDT	486	A	1.4	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 05:00	EDT	486	A	1.3	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 05:15	EDT	484	A	1.5	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 05:30	EDT	484	A	1.3	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 05:45	EDT	483	A	1.8	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 06:00	EDT	485	A	1.4	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 06:15	EDT	485	A	1.5	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 06:30	EDT	478	A	1.5	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 06:45	EDT	481	A	1.4	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 07:00	EDT	480	A	1.3	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 07:15	EDT	480	A	1.2	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 07:30	EDT	480	A	1.4	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 07:45	EDT	480	A	1.4	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 08:00	EDT	480	A	1.5	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 08:15	EDT	480	A	1.4	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 08:30	EDT	480	A	1.2	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 08:45	EDT	480	A	1.4	A	11.5	A",,,,,,,
"USGS	01632900	2017-03-14 09:00	EDT	480	A	1.4	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-14 09:15	EDT	480	A	1.4	A	11.6	A",,,,,,,
"USGS	01632900	2017-03-14 09:30	EDT	480	A	1.5	A	11.7	A",,,,,,,
"USGS	01632900	2017-03-14 09:45	EDT	480	A	1.9	A	11.8	A",,,,,,,
"USGS	01632900	2017-03-14 10:00	EDT	480	A	1.5	A	11.8	A",,,,,,,
"USGS	01632900	2017-03-14 10:15	EDT	480	A	1.5	A	11.8	A",,,,,,,
"USGS	01632900	2017-03-14 10:30	EDT	480	A	1.7	A	11.8	A",,,,,,,
"USGS	01632900	2017-03-14 10:45	EDT	479	A	1.3	A	11.9	A",,,,,,,
"USGS	01632900	2017-03-14 11:00	EDT	479	A	2.3	A	11.9	A",,,,,,,
"USGS	01632900	2017-03-14 11:15	EDT	479	A	1.2	A	12.0	A",,,,,,,
"USGS	01632900	2017-03-14 11:30	EDT	479	A	1.2	A	12.0	A",,,,,,,
"USGS	01632900	2017-03-14 11:45	EDT	478	A	1.1	A	12.1	A",,,,,,,
"USGS	01632900	2017-03-14 12:00	EDT	478	A	1.1	A	12.1	A",,,,,,,
"USGS	01632900	2017-03-14 12:15	EDT	477	A	1.0	A	12.2	A",,,,,,,
"USGS	01632900	2017-03-14 12:30	EDT	477	A	1.1	A	12.2	A",,,,,,,
"USGS	01632900	2017-03-14 12:45	EDT	477	A	1.2	A	12.3	A",,,,,,,
"USGS	01632900	2017-03-14 13:00	EDT	476	A	1.2	A	12.3	A",,,,,,,
"USGS	01632900	2017-03-14 13:15	EDT	476	A	1.1	A	12.4	A",,,,,,,
"USGS	01632900	2017-03-14 13:30	EDT	475	A	1.3	A	12.5	A",,,,,,,
"USGS	01632900	2017-03-14 13:45	EDT	475	A	1.1	A	12.6	A",,,,,,,
"USGS	01632900	2017-03-14 14:00	EDT	475	A	1.2	A	12.6	A",,,,,,,
"USGS	01632900	2017-03-14 14:15	EDT	475	A	1.1	A	12.6	A",,,,,,,
"USGS	01632900	2017-03-14 14:30	EDT	475	A	1.1	A	12.7	A",,,,,,,
"USGS	01632900	2017-03-14 14:45	EDT	474	A	1.2	A	12.8	A",,,,,,,
"USGS	01632900	2017-03-14 15:00	EDT	474	A	1.1	A	12.8	A",,,,,,,
